title;budget;genres;original_language;release_date;revenue;runtime;vote_average;vote_count
Cléo from 5 to 7;0;Comedy | Drama;fr;1962-04-11;0;90;7.7;58
House of Women;0;Crime | Drama;en;1962-04-11;0;85;0.0;0
All Fall Down;0;Drama;en;1962-04-11;0;111;5.8;6
The Magic Sword;0;Adventure | Fantasy | Drama | Action | Family;en;1962-04-01;0;80;4.2;9
The Notorious Landlady;0;Comedy | Mystery | Romance | Thriller;en;1962-04-01;0;123;6.0;9
Carry On Cruising;0;Comedy;en;1962-04-01;0;89;5.7;19
Crooks Anonymous;0;Crime | Comedy;en;1962-03-31;0;88;7.4;7
Mondo Cane;0;Documentary | Foreign;it;1962-03-30;0;105;6.6;18
The Unscrupulous Ones;0;Drama;pt;1962-03-24;0;100;7.0;3
Satan Never Sleeps;0;Drama;en;1962-03-23;0;125;5.6;4
The Christian Revolt;0;Drama | History | War;ja;1962-03-21;0;100;5.0;1
Hitler;0;History | War;en;1962-03-21;0;107;3.5;3
Walk on the Wild Side;0;Drama;en;1962-03-20;0;114;5.3;7
The Burning Court;0;Horror | Drama | Mystery;en;1962-03-20;0;110;6.0;1
Journey to the Seventh Planet;0;Adventure | Fantasy | Horror | Science Fiction;en;1962-03-10;0;77;4.4;15
Knife in the Water;0;Drama;pl;1962-03-09;0;94;7.1;73
State Fair;0;;en;1962-03-09;0;118;4.9;4
Swords of Blood;0;Action | Comedy | Romance;fr;1962-03-07;0;104;6.4;15
Premature Burial;0;Drama | Mystery | Horror;en;1962-03-07;1250000;81;6.1;27
The Seven Deadly Sins;0;;fr;1962-03-07;0;113;6.0;3
Salvatore Giuliano;0;Action | Drama;it;1962-02-28;0;123;6.4;11
Black Tights;0;;en;1962-02-20;0;140;5.0;1
The Three Stooges Meet Hercules;0;Action | Comedy | Science Fiction;en;1962-02-15;0;89;7.0;3
Sergeants 3;0;Action | Comedy;en;1962-02-10;0;112;5.5;3
The Four Horsemen of the Apocalypse;0;Drama;en;1962-02-07;0;153;5.8;4
Light in the Piazza;0;Drama | Romance;en;1962-02-07;0;102;5.7;3
Ring of Terror;0;Horror | Thriller;en;1962-02-01;0;71;1.2;5
Deadly Duo;0;Mystery;en;1962-02-01;0;70;0.0;0
Jules and Jim;0;Drama | Romance;fr;1962-01-23;0;105;7.6;163
Only Two Can Play;0;Comedy | Drama;en;1962-01-19;0;106;5.8;10
Tender Is the Night;0;Drama;en;1962-01-19;0;146;0.0;0
Bachelor Flat;0;Comedy;en;1962-01-12;0;91;0.0;0
Madison Avenue;0;Drama;en;1962-01-07;0;90;0.0;0
Amphibian Man;0;Adventure | Science Fiction | Romance;ru;1962-01-03;0;82;6.6;11
Sanjuro;0;Drama | Action | Comedy;ja;1962-01-01;0;96;7.8;122
The Road to Hong Kong;0;Comedy;en;1962-01-01;0;91;6.0;11
Sodom and Gomorrah;0;Adventure | Drama | History;en;1962-01-01;0;154;5.3;5
Follow That Dream;0;Drama | Comedy | Music;en;1962-01-01;0;109;6.0;15
The Four Days of Naples;800000;;it;1962-01-01;0;124;7.5;4
Phaedra;0;Drama;en;1962-01-01;0;115;5.3;5
40 Pounds of Trouble;0;;en;1962-01-01;0;106;6.5;1
The Horrible Dr. Hichcock;0;Horror;en;1962-01-01;0;88;5.8;5
I Hate But Love;0;Romance | Action | Comedy | Drama;ja;1962-01-01;0;106;7.3;4
Pressure Point;0;Drama;en;1962-01-01;0;91;6.9;5
Five Weeks in a Balloon;0;Adventure | Action | Family | Comedy;en;1962-01-01;0;101;6.2;6
Waltz of the Toreadors;0;Comedy;en;1962-01-01;0;105;5.5;1
No. 12 - Heaven and Earth Magic;0;Animation;en;1962-01-01;0;66;7.4;8
Electra;0;Action | History;el;1962-01-01;0;110;5.5;6
La Marcia Su Roma;0;Comedy;it;1962-01-01;0;94;7.1;5
Master, Mistress, Servant;0;Drama;hi;1962-01-01;0;152;6.5;2
Crosstrap;0;Crime;en;1962-01-01;0;61;0.0;0
¡Cuba Sí!;0;;fr;1961-12-31;0;53;8.5;2
The Steamroller and the Violin;0;Family | Drama;ru;1961-12-30;0;46;6.4;23
Evenings on a Farm near Dikanka;0;Comedy | Fantasy | Romance;en;1961-12-30;0;69;6.5;8
A Majority of One;0;Comedy | Family | Drama;en;1961-12-27;0;156;5.5;2
The Clown and The Kid;0;;en;1961-12-27;0;65;0.0;0
Nine Days of One Year;0;Drama;ru;1961-12-25;0;111;7.8;4
Snow White and the Three Stooges;0;Adventure | Comedy | Drama | Family | Fantasy;en;1961-12-24;0;107;5.8;8
The Second Time Around;0;Western | Family;en;1961-12-22;0;99;4.0;1
Chasing Two Hares;0;Comedy;uk;1961-12-21;0;77;7.1;8
Divorce Italian Style;0;Comedy;it;1961-12-20;0;105;7.9;53
A Difficult Life;0;Drama;it;1961-12-19;0;118;8.6;12
Pocketful of Miracles;2900000;Comedy | Drama;en;1961-12-18;5000000;136;7.3;25
One, Two, Three;3000000;Comedy | Family;en;1961-12-15;4000000;115;7.6;66
Paris Belongs to Us;0;Mystery;en;1961-12-13;0;141;6.8;12
The Phantom Planet;0;Science Fiction;en;1961-12-13;0;82;4.4;14
Door-to-Door Maniac;0;Crime | Thriller;en;1961-12-07;0;80;6.3;3
Erik the Conqueror;0;Action | Adventure;it;1961-12-07;0;90;5.3;5
Tintin and the Mystery of the Golden Fleece;0;Adventure | Drama;fr;1961-12-06;0;104;6.1;15
Judgment at Nuremberg;3000000;Drama | History;en;1961-12-01;10000000;186;7.6;161
The Errand Boy;0;Comedy | Family;en;1961-11-28;0;92;5.5;13
The Hellions;0;Adventure | Drama | Western;en;1961-11-27;0;80;3.3;2
Gold of Rome;0;;it;1961-11-26;0;92;6.0;1
Blue Hawaii;0;Comedy | Music | Romance;en;1961-11-22;0;102;5.2;32
Lover Come Back;0;Comedy | Romance;en;1961-11-20;8;107;6.5;23
A Man Named Rocca;0;Drama;fr;1961-11-17;0;102;6.5;2
Summer and Smoke;0;Drama | Romance;en;1961-11-16;0;118;5.8;8
Hercules in the Haunted World;0;Adventure | Fantasy | Horror;it;1961-11-16;0;91;6.3;6
Der Herr Karl;0;Comedy;de;1961-11-15;0;60;10.0;1
Susan Slade;0;Drama | Romance;en;1961-11-08;0;116;7.0;3
Too Late Blues;0;Drama;en;1961-11-07;0;100;6.6;8
The Day the Earth Caught Fire;0;Science Fiction | Drama;en;1961-11-01;0;98;7.3;28
Bachelor in Paradise;0;Comedy | Romance;en;1961-11-01;0;109;7.2;3
Yanco;0;Drama;es;1961-11-01;0;85;5.7;3
Valley of the Dragons;0;Science Fiction;en;1961-10-31;0;82;5.0;1
Samson and the Seven Miracles of the World;0;;it;1961-10-31;0;80;5.5;1
The Wonders of Aladdin;0;;en;1961-10-31;0;93;0.0;0
The Comancheros;0;Western;en;1961-10-30;0;105;6.4;43
The End of Summer;0;Drama;ja;1961-10-29;0;103;7.9;18
The Power and the Glory;0;TV Movie | Drama;en;1961-10-29;0;90;0.0;0
The Best of Enemies;0;Adventure | Comedy | War;en;1961-10-26;0;104;7.3;2
El Cid;0;Action | Drama | History | Romance | War;en;1961-10-24;0;182;6.8;57
Chronicle of a Summer;0;Documentary;fr;1961-10-20;0;86;6.5;11
Placido;0;Comedy | Drama;es;1961-10-20;0;83;7.5;12
Duel of Champions;0;Adventure | History;it;1961-10-19;0;85;0.0;0
West Side Story;6000000;Crime | Drama | Music;en;1961-10-18;43656822;152;7.0;399
Bridge to the Sun;0;Drama | Romance | War;en;1961-10-17;0;113;7.0;1
Through a Glass Darkly;0;Drama;sv;1961-10-16;0;89;7.6;98
Vanina Vanini;0;Drama;it;1961-10-12;0;127;6.3;2
King of Kings;5037000;Drama;en;1961-10-11;14483352;168;7.2;31
Back Street;0;Drama;en;1961-10-11;0;107;6.4;4
Splendor in the Grass;0;Drama | Romance;en;1961-10-10;0;124;7.1;49
Town Without Pity;0;Drama;en;1961-10-10;0;105;6.3;4
Mr. Sardonicus;0;Horror;en;1961-10-07;0;89;5.4;14
Cash on Demand;0;Crime | Drama;en;1961-10-01;0;84;6.3;7
Paris Blues;0;Romance | Drama | Music;en;1961-09-27;0;98;5.1;10
The Hustler;2000000;Drama;en;1961-09-25;7600000;134;7.6;243
Léon Morin, Priest;0;Romance | Drama;fr;1961-09-22;0;130;6.9;18
Il Posto;0;Drama;it;1961-09-21;0;93;6.9;12
Immortal Love;0;Romance | Drama;ja;1961-09-16;0;103;8.0;2
Bloodlust!;0;Drama | Horror | Adventure;en;1961-09-13;0;68;4.0;7
El analfabeto;0;Comedy;es;1961-09-07;0;128;5.2;3
Harry and the Butler;0;Family | Comedy;da;1961-09-07;0;101;8.0;3
A Woman Is a Woman;160000;Comedy | Drama | Romance;fr;1961-09-06;100655;84;7.5;63
A Taste of Honey;0;Drama;en;1961-09-01;0;100;6.5;21
The Frightened City;0;Crime | Drama;en;1961-09-01;0;97;6.5;2
Accattone;0;Drama;it;1961-08-31;0;120;7.8;49
Gas, Inspector Palmu!;0;;en;1961-08-30;0;94;7.7;3
My Mother and Her Guest;0;Drama;ko;1961-08-26;0;103;5.5;2
Ada;0;Drama;en;1961-08-25;0;109;6.0;1
Drei Mann in einem Boot;0;Comedy;de;1961-08-25;0;87;5.0;4
Hercules and the Captive Women;0;Adventure;it;1961-08-19;0;101;3.9;7
The Honeymoon Machine;0;Comedy;en;1961-08-16;0;87;6.7;6
Night Tide;0;Thriller;en;1961-08-15;0;84;6.2;16
The Fascist;0;Comedy;it;1961-08-05;0;100;5.4;4
Mothra;0;Fantasy | Science Fiction | Thriller;ja;1961-07-30;0;101;6.2;24
Homicidal;0;Horror | Mystery | Thriller;en;1961-07-26;0;87;5.4;13
Two Rode Together;0;Western;en;1961-07-26;0;109;6.1;26
Tammy Tell Me True;0;Comedy | Romance;en;1961-07-26;0;97;6.0;3
Whistle Down the Wind;0;Drama | Crime;en;1961-07-25;0;99;6.6;17
Greyfriars Bobby - The True Story of a Dog;0;Drama | Family;en;1961-07-17;0;87;6.8;13
The Exiles;0;Drama;en;1961-07-13;0;72;6.9;7
Voyage to the Bottom of the Sea;1580000;Adventure | Drama | Science Fiction;en;1961-07-12;7000000;105;5.4;35
Francis of Assisi;0;History | Drama;en;1961-07-12;0;105;6.2;6
Nikki, Wild Dog of the North;0;Adventure | Family;en;1961-07-12;0;74;7.0;1
The Naked Edge;0;Mystery | Thriller;en;1961-06-30;0;99;6.8;4
Two Loves;0;Drama;en;1961-06-21;0;96;4.5;2
The Colossus of Rhodes;0;History | Adventure | Drama;it;1961-06-16;0;127;6.0;29
Wild in the Country;0;Drama | Romance;en;1961-06-15;0;114;6.8;6
La viaccia;0;Drama;it;1961-06-13;0;100;6.7;3
The Deadly Companions;0;Action | Adventure | Western;en;1961-06-06;0;93;4.8;14
The Last Sunset;0;Action | Western;en;1961-06-06;0;112;6.5;13
Striped Trip;0;Comedy;ru;1961-06-06;0;84;6.2;13
But What If This Is Love?;0;Romance | Drama;ru;1961-06-06;0;102;5.0;1
Taste of Fear;0;Horror | Mystery;en;1961-06-05;0;81;6.7;15
The Beast of Yucca Flats;0;Horror | Science Fiction;en;1961-06-02;0;54;1.6;18
Gidget Goes Hawaiian;0;Comedy | Music | Romance;en;1961-06-02;0;101;4.6;4
Creature from the Haunted Sea;0;Comedy | Horror;en;1961-06-01;0;63;3.3;6
The Last Time I Saw Archie;0;Comedy | War;en;1961-05-27;0;98;6.0;1
Last Year at Marienbad;0;Drama | Romance;fr;1961-05-25;0;95;7.6;103
The Young Savages;0;Crime | Drama;en;1961-05-24;0;103;5.5;7
Goodbye Again;0;Drama | Romance;en;1961-05-23;0;120;4.6;7
On the Double;0;Action | Comedy | Science Fiction | War | Foreign;en;1961-05-19;0;92;7.5;7
Viridiana;0;Drama;es;1961-05-17;0;90;7.6;93
The Long Absence;0;;en;1961-05-17;0;85;5.7;6
Underworld U.S.A.;0;Action | Crime | Thriller;en;1961-05-13;0;99;6.6;12
Mad Dog Coll;0;Crime | Drama;en;1961-05-12;0;88;6.0;1
The Joy of Living;0;Comedy;it;1961-05-11;0;132;6.2;3
Taxi for Tobruk;0;History | Drama | War;fr;1961-05-09;0;95;6.3;16
Return to Peyton Place;0;Drama | Romance;en;1961-05-05;0;123;7.2;5
Teen Kanya;0;Comedy | Drama | Fantasy;bn;1961-05-05;0;173;7.9;4
Parrish;1500000;Drama | Romance;en;1961-05-04;4200000;138;6.0;3
Atlantis, the Lost Continent;0;Adventure | Fantasy | Science Fiction;en;1961-05-03;0;90;5.6;10
The Curse of the Werewolf;0;Horror;en;1961-05-01;0;93;6.5;32
Master of the World;0;Fantasy | Science Fiction;en;1961-05-01;0;102;6.0;19
Atlas;70000;Adventure | Fantasy | Action;en;1961-05-01;0;79;2.0;1
The Guns of Navarone;6000000;Action | Adventure | Drama | War;en;1961-04-27;28900000;158;7.3;191
Yojimbo;0;Drama | Thriller;ja;1961-04-25;0;110;8.0;334
Very Important Person;0;War | Comedy;en;1961-04-24;0;98;4.9;5
The Sins of Rachel Cade;0;Romance | Drama;en;1961-04-02;0;124;6.0;1
The Secret Ways;0;Adventure;en;1961-04-01;0;112;5.0;2
Blast of Silence;0;Action | Crime | Drama | Thriller;en;1961-03-31;0;77;7.4;17
One-Eyed Jacks;6000000;Western | Action;en;1961-03-30;4300000;141;6.2;45
Dancing in the Rain;0;Drama;sl;1961-03-26;0;100;4.6;4
The Hoodlum Priest;0;Drama;en;1961-03-26;0;101;2.5;2
Totò, Peppino and... the Sweet Life;0;Comedy;it;1961-03-23;0;90;6.2;7
Zero Focus;0;Drama | Crime | Mystery | Thriller;ja;1961-03-19;0;95;7.5;2
The Absent-Minded Professor;0;Comedy | Family | Science Fiction;en;1961-03-16;0;96;6.7;41
The Scarlet Dove;0;Drama | Mystery | Thriller;fi;1961-03-09;0;86;7.0;1
The Wizard of Baghdad;0;Comedy;en;1961-03-03;0;92;0.0;0
The Great Impostor;0;Comedy;en;1961-03-01;0;113;7.5;2
Battle of the Worlds;0;Science Fiction | Thriller;it;1961-03-01;0;84;5.4;5
The Long and the Short and the Tall;0;War | Drama;en;1961-02-28;0;110;7.3;7
The Counterfeiters of Paris;0;Crime | Comedy;fr;1961-02-27;0;98;7.1;15
Reptilicus;0;Horror | Science Fiction;da;1961-02-20;0;92;3.8;20
Killers on Parade;0;Crime | Drama;ja;1961-02-19;0;82;5.8;2
No Love for Johnnie;0;;en;1961-02-14;0;110;2.5;2
Mother Joan of the Angels;0;Drama | Horror;pl;1961-02-09;0;110;7.2;21
Girl with a Suitcase;0;Comedy | Drama | Romance;it;1961-02-09;0;121;6.6;10
Hand in Hand;0;Drama | Family;en;1961-02-06;0;73;0.0;0
The Hellfire Club;0;Adventure;en;1961-02-03;0;90;0.0;1
Gorgo;0;Action | Science Fiction | Horror;en;1961-02-02;0;78;5.0;22
A Fever In The Blood;0;Drama;en;1961-01-28;0;117;6.0;1
One Hundred and One Dalmatians;4000000;Adventure | Animation | Comedy | Family;en;1961-01-25;215880014;79;6.8;1643
La Notte;0;Drama;it;1961-01-23;0;115;7.7;72
Pigs and Battleships;0;Crime | Drama | Action | Comedy;ja;1961-01-21;0;108;6.0;18
Santo vs. the Zombies;0;Horror | Action | Adventure | Mystery;es;1961-01-02;0;85;2.0;1
The Misfits;4000000;Drama | Action | Romance;en;1961-01-01;8200000;124;6.8;76
Come September;0;Comedy | Romance;en;1961-01-01;0;112;6.9;14
Murder She Said;0;Drama | Crime | Mystery | Comedy;en;1961-01-01;0;87;7.0;31
Kukuli;0;Drama;qu;1961-01-01;0;63;5.0;1
Konga;0;Horror | Romance | Science Fiction;en;1961-01-01;0;90;4.3;6
The Fiend of Dope Island;0;Crime | Drama | Adventure;en;1961-01-01;0;76;0.0;0
April;0;Romance | Comedy | Drama;ka;1961-01-01;0;45;4.0;4
Payroll;0;Crime | Drama;en;1961-01-01;0;105;6.4;5
Rocket Attack U.S.A.;0;Thriller;en;1961-01-01;0;68;1.6;5
Invasion of the Neptune Men;0;;ja;1961-01-01;0;74;1.7;7
Hamlet, Prince of Denmark;0;Fantasy | Drama;en;1961-01-01;0;152;3.0;1
Nude on the Moon;0;Comedy | Fantasy | Science Fiction;en;1961-01-01;0;83;3.3;3
The Cloud-Capped Star;0;Music | Drama;bn;1960-12-31;0;134;7.3;6
The Wackiest Ship in the Army;0;Comedy | Family | War;en;1960-12-29;0;99;5.1;8
Where the Boys Are;0;Comedy | Drama | Romance;en;1960-12-28;0;99;6.0;6
Sword of Sherwood Forest;0;Fantasy | Adventure;en;1960-12-26;0;80;5.4;7
Two Women;0;Drama;it;1960-12-23;0;100;7.6;63
The Grass Is Greener;0;Comedy | Drama | Romance;en;1960-12-23;6000000;104;5.5;24
Swiss Family Robinson;0;Adventure | Family;en;1960-12-21;0;126;7.0;88
Pepe;0;Comedy;en;1960-12-21;0;157;3.5;2
Flaming Star;0;Action | Drama | Romance | Western;en;1960-12-20;0;101;6.1;20
Two Way Stretch;0;Action | Comedy | Crime;en;1960-12-20;0;84;6.6;12
Cinderfella;3000000;Comedy | Romance;en;1960-12-18;7100000;91;6.7;25
Innocent Sorcerers;0;Romance | Drama | Music;pl;1960-12-17;0;87;7.7;3
The Sundowners;0;Drama | Adventure;en;1960-12-08;0;133;6.8;12
The Sinister Urge;0;Crime | Drama | Thriller;en;1960-12-08;0;71;2.5;4
Cimarron;0;Action | Adventure | Drama | Western;en;1960-12-01;0;147;5.2;14
The Hands of Orlac;0;Horror | Crime | Thriller;en;1960-12-01;0;95;4.3;3
Letters of a Novice;0;Drama;en;1960-12-01;0;82;6.3;2
The 3 Worlds of Gulliver;0;Music | Adventure | Fantasy | Comedy | Family;en;1960-11-30;0;100;5.4;11
G.I. Blues;0;Comedy | Music;en;1960-11-23;0;104;6.3;19
The Naked Island;0;Drama;ja;1960-11-23;0;94;7.6;29
Fighting Delinquents;0;Crime | Action;ja;1960-11-23;0;80;0.0;0
Esther and the King;0;Drama;en;1960-11-18;0;109;5.5;2
The Facts of Life;0;Drama | Comedy | Romance;en;1960-11-14;0;103;5.4;6
The World of Suzie Wong;0;Drama | Romance;en;1960-11-10;0;126;6.5;7
Let No Man Write My Epitaph;0;Drama;en;1960-11-10;0;105;10.0;1
North to Alaska;3500000;Western;en;1960-11-07;0;122;5.7;25
BUtterfield 8;0;Drama;en;1960-11-04;0;109;5.4;14
The White Dove;0;Drama;cs;1960-11-04;0;67;7.8;5
The Wheelchair;0;Comedy | Drama;es;1960-11-03;0;85;7.1;8
A Circle of Deception;0;Drama | War;en;1960-11-01;0;100;0.0;0
The Two Faces of Dr. Jekyll;0;Horror | Science Fiction | Romance;en;1960-10-24;0;88;5.7;15
Shoot the Piano Player;0;Drama | Thriller | Crime;fr;1960-10-21;0;82;7.2;69
The Passionate Thief;0;Comedy;it;1960-10-21;0;106;5.2;3
The River Fuefuki;0;War | Drama | History;ja;1960-10-19;0;117;5.0;1
The Millionairess;0;Comedy | Romance;en;1960-10-18;0;89;5.3;9
Sweet Deceptions;0;Romance | Drama;en;1960-10-15;0;95;5.0;1
Midnight Lace;0;Thriller;en;1960-10-13;0;110;6.9;24
The Madness of Youth;0;;ja;1960-10-08;0;71;6.8;5
Rocco and His Brothers;0;Crime | Drama | Thriller;it;1960-10-06;0;178;7.7;65
Captain Blood;0;Action | Adventure;fr;1960-10-05;0;95;6.3;9
The Huns;0;Action | Adventure;it;1960-10-05;0;102;0.0;0
Sunrise at Campobello;0;Drama | History;en;1960-09-28;0;144;6.3;2
Kapo;0;Drama | History | War;it;1960-09-27;0;120;6.6;9
Seven Ways from Sundown;0;Western;en;1960-09-25;0;96;4.4;6
Love and the Frenchwoman;0;Comedy | Romance | Drama;fr;1960-09-23;0;143;6.0;1
High Time;0;Comedy;en;1960-09-16;0;103;5.8;2
The Bad Sleep Well;0;Crime | Drama | Thriller;ja;1960-09-15;0;151;7.7;57
All The Fine Young Cannibals;0;Romance | Drama | Music;en;1960-09-15;0;112;4.5;2
The Little Shop of Horrors;30000;Comedy;en;1960-09-14;0;70;6.2;78
Blood and Roses;0;Horror | Romance;fr;1960-09-14;0;87;6.4;7
The 1,000 Eyes of Dr. Mabuse;0;Mystery | Crime | Thriller;de;1960-09-13;0;99;7.1;11
The Criminal;0;Crime | Drama;en;1960-09-13;0;97;7.1;7
The City of the Dead;0;Mystery | Horror;en;1960-09-09;0;76;6.5;34
From the Terrace;0;Drama | Romance;en;1960-09-09;0;149;5.8;5
Beyond the Time Barrier;125000;Romance | Science Fiction;en;1960-09-08;0;75;6.0;6
The Young One;0;Drama;en;1960-09-05;0;95;6.2;10
The Day They Robbed the Bank of England;0;Crime | Drama;en;1960-09-04;0;85;6.1;4
The Warped Ones;0;Drama | Action;ja;1960-09-03;0;75;6.5;4
The Crowded Sky;0;Action | Adventure | Drama;en;1960-09-02;0;105;6.0;1
Madalena;0;Drama | Comedy | Music;en;1960-08-31;0;91;6.0;2
Youth in Fury;0;;ja;1960-08-30;0;89;7.0;1
Mill of the Stone Women;0;Horror | Science Fiction;fr;1960-08-30;0;90;5.7;9
Saturday Night and Sunday Morning;0;Drama;en;1960-08-29;0;89;6.9;28
Sons and Lovers;0;Drama;en;1960-08-29;0;103;6.8;3
All the Young Men;0;Action | Adventure | Drama | War;en;1960-08-26;0;90;6.0;1
Assignment - Outer Space;0;Science Fiction;en;1960-08-25;0;73;3.2;5
The Warrior Empress;0;History | Adventure;en;1960-08-24;0;105;5.0;1
Beat Girl;0;Drama;en;1960-08-21;0;83;5.2;3
The Loves of Hercules;0;Adventure | Fantasy;it;1960-08-19;0;98;4.2;10
Tunes of Glory;0;Drama;en;1960-08-16;0;102;7.1;14
A Summer to Remember;0;Drama | Comedy | Family;en;1960-08-12;0;80;4.7;5
Song Without End;0;Drama | Romance;en;1960-08-11;0;141;5.2;3
Dinosaurus!;0;Adventure | Fantasy | Science Fiction;en;1960-08-10;0;85;5.0;10
Make Mine Mink;0;Comedy;en;1960-08-09;0;101;6.8;7
It Started in Naples;0;Comedy | Romance;en;1960-08-06;0;100;5.9;11
13 Ghosts;0;Horror;en;1960-08-05;0;85;5.6;31
Last Woman on Earth;0;Mystery | Romance | Science Fiction | Drama;en;1960-08-05;0;71;4.5;13
The Adventures of Huckleberry Finn;0;Drama | Family | Adventure | Comedy;en;1960-08-03;0;107;5.9;8
Hell to Eternity;0;Drama | War;en;1960-08-01;0;131;10.0;1
Escape by Night;0;Romance | Drama;it;1960-07-31;0;151;6.8;3
Jigoku;0;Horror | Drama;ja;1960-07-30;0;101;5.8;20
Pay or Die!;0;Crime;en;1960-07-27;0;111;6.8;2
Portrait in Black;0;Drama | Thriller;en;1960-07-27;0;112;6.2;3
The Entertainer;0;Drama | Music;en;1960-07-25;0;96;5.5;12
Atomic War Bride;0;Drama | Science Fiction;hr;1960-07-23;0;84;5.0;2
The Bellboy;900000;Comedy;en;1960-07-20;10000000;72;6.1;22
Good-for-Nothing;0;Action;ja;1960-07-05;0;88;6.7;3
Strangers When We Meet;0;Romance;en;1960-06-29;0;117;3.8;5
Murder, Inc.;0;Action | Adventure | Crime | Drama | Mystery | Thriller;en;1960-06-28;0;103;6.5;5
Letter Never Sent;0;Drama | Romance;ru;1960-06-27;0;97;7.5;28
Bells Are Ringing;0;Comedy | Music | Romance;en;1960-06-23;0;126;5.6;14
Elmer Gantry;3000000;Drama;en;1960-06-19;10400000;146;7.3;41
The Story of Ruth;0;Drama;en;1960-06-17;0;132;6.8;3
The Girl in Lovers Lane;0;Drama | Romance | Crime;en;1960-06-16;0;78;1.0;1
The Mountain Road;0;Drama | War;en;1960-06-15;0;102;7.0;1
The Gallant Hours;0;Drama | War;en;1960-06-13;0;115;5.5;2
12 to the Moon;0;Science Fiction;en;1960-06-10;0;74;2.6;4
Cruel Story of Youth;0;Drama | Romance;ja;1960-06-03;0;96;6.1;10
Never on Sunday;151000;Drama | Comedy | Romance;el;1960-05-24;8000000;91;6.0;14
Sergeant Rutledge;0;Crime | Western;en;1960-05-18;0;111;6.7;22
Macario;0;Drama | Fantasy | Mystery;es;1960-05-09;0;91;7.3;9
The Leech Woman;0;Horror | Science Fiction;en;1960-05-01;0;77;4.8;8
Wild River;0;History | Drama | Romance;en;1960-05-01;0;110;6.5;19
The Trials of Oscar Wilde;0;History | Drama;en;1960-05-01;0;130;6.3;7
Who Was That Lady?;0;Comedy;en;1960-04-15;0;115;6.5;6
The Fugitive Kind;0;Romance | Drama;en;1960-04-14;0;119;6.5;16
The Boy and the Pirates;0;Fantasy | Family | Adventure;en;1960-04-13;0;82;5.3;3
Hell Is a City;0;Crime | Thriller;en;1960-04-10;0;98;5.8;7
Peeping Tom;150000;Horror | Thriller;en;1960-04-06;83957;101;7.6;148
Tall Story;0;Comedy;en;1960-04-06;0;91;10.0;1
Time Stood Still;0;Documentary | Drama;it;1960-04-05;0;83;5.5;2
The League of Gentlemen;0;Comedy | Crime | Thriller;en;1960-04-05;0;116;7.1;21
Bad Luck;0;Comedy;pl;1960-04-04;0;107;5.1;4
Circus of Horrors;0;Horror;en;1960-04-01;0;92;5.5;12
13 Fighting Men;0;War | Western;;1960-03-31;0;69;0.0;0
Vacations in Majorca;0;Comedy | Romance;it;1960-03-25;0;98;5.3;2
The Big Risk;0;Thriller | Romance;fr;1960-03-23;0;110;6.3;15
Intimidation;0;Crime;ja;1960-03-23;0;65;7.2;5
Afraid to Die;0;Drama | Action;ja;1960-03-22;0;96;5.8;6
The Savage Innocents;0;Drama;en;1960-03-20;0;110;7.4;7
Le Trou;0;Crime | Drama | Thriller;fr;1960-03-18;0;132;8.2;73
I Passed for White;0;Drama;en;1960-03-18;0;93;6.5;2
Seven Thieves;0;Action | Crime | Thriller;en;1960-03-12;0;102;6.4;9
The Angry Silence;0;Drama;en;1960-03-10;0;95;7.4;7
Can-Can;0;Drama | Music | Romance;en;1960-03-09;0;131;7.2;9
The 3rd Voice;0;Drama | Thriller | Crime;en;1960-03-05;0;79;6.3;2
Never Take Sweets from a Stranger;0;Drama | Mystery | Thriller;en;1960-03-04;0;81;6.1;5
Comanche Station;0;Action | Western;en;1960-03-01;0;73;6.2;24
Heller in Pink Tights;0;Action | Adventure | Romance | Western;en;1960-03-01;0;100;5.8;6
The Hypnotic Eye;365000;Horror;en;1960-02-27;0;79;6.3;7
First Spaceship on Venus;0;Science Fiction | Drama | Mystery;de;1960-02-26;0;79;4.3;14
